posting_id,role_id,country_id,industry_id,posting_date,salary_usd_min,salary_usd_max,salary_usd_avg,is_remote,experience_years_req,posting_count
85,2,25,14,2018-11-17,18115.3,30948.91,23094.75,False,6,27
86,2,26,18,2018-04-15,12126.97,17539.98,14806.85,True,5,17
87,2,27,8,2018-12-05,14720.32,22641.48,17976.45,True,10,23
88,2,28,4,2018-01-14,16226.0,24763.4,20882.79,True,5,19
89,2,29,3,2018-12-20,22601.44,32245.69,27591.5,False,7,51
90,2,30,7,2018-07-13,16275.86,27175.01,20485.34,False,9,34
91,2,31,18,2018-08-14,19005.78,34912.97,25330.9,False,5,28
92,2,32,8,2018-07-10,22587.91,37351.32,28538.45,False,5,34
93,2,33,20,2018-07-22,24729.64,39535.51,29504.95,False,9,30
94,2,34,14,2018-09-26,33069.59,46024.58,37872.61,False,5,63
95,2,35,10,2018-08-21,17872.57,25905.4,21426.88,True,5,28
96,2,36,14,2018-11-08,10726.82,15856.79,13536.26,False,10,25
97,2,37,15,2018-08-21,11023.07,18147.66,14008.97,False,9,26
98,2,38,6,2018-12-18,17882.3,31031.59,22588.25,False,8,27
99,2,39,18,2018-03-12,39807.96,61288.78,45668.51,False,8,55
100,2,40,19,2018-09-07,51542.57,82403.48,59958.88,False,5,85
101,2,41,8,2018-03-11,31546.89,47545.15,40053.87,True,9,55
102,2,42,1,2018-04-06,34730.92,54442.65,40683.94,False,5,44
103,2,43,6,2018-04-14,41527.63,66091.92,51589.42,True,5,99
104,2,44,18,2018-10-19,49223.03,86044.56,64382.56,False,6,66
105,2,45,14,2018-06-06,66354.53,94584.36,75409.32,False,6,66
106,2,46,2,2018-09-23,40656.68,67668.37,51080.47,False,7,81
107,2,47,19,2018-01-07,28919.25,38646.63,33390.43,True,8,57
108,2,48,1,2018-04-24,60313.35,80048.4,70898.4,False,5,108
109,2,49,11,2018-10-21,82397.9,110068.01,96203.49,True,9,121
110,2,50,10,2018-01-24,75500.93,113875.65,96983.24,True,7,160
111,2,51,4,2018-11-13,14319.85,18832.52,16295.69,False,10,25
112,2,52,4,2018-06-01,10976.5,15705.56,13140.95,False,7,22
113,2,53,6,2018-05-22,7539.03,11345.92,9102.88,False,9,11
114,2,54,6,2018-10-19,28665.52,45908.21,36243.38,True,5,55
115,2,55,17,2018-03-09,21424.72,30741.0,24747.45,True,6,36
116,2,56,14,2018-05-11,10916.14,16796.04,14308.92,True,8,20
117,2,57,9,2018-02-02,52651.9,78591.96,66107.56,False,10,109
118,2,58,3,2018-03-12,83320.94,145960.85,108794.53,False,5,168
119,2,59,19,2018-12-27,9658.32,14045.08,11059.26,False,7,19
120,2,60,8,2018-07-11,14492.19,20234.13,17544.65,True,9,21
121,3,1,17,2018-07-11,62965.34,100343.27,78111.32,False,5,224
122,3,2,10,2018-12-11,60232.98,88171.76,73269.72,False,2,137
123,3,3,11,2018-01-19,48805.26,78053.1,59291.03,False,2,117
124,3,4,19,2018-05-21,51433.17,75102.94,59111.31,True,4,88
125,3,5,12,2018-07-02,61824.57,94201.42,75901.74,False,5,101
126,3,6,6,2018-12-17,52790.34,77510.5,62052.41,False,5,151
127,3,7,11,2018-06-27,50477.19,72446.22,63200.74,False,4,151
128,3,8,8,2018-12-15,55132.68,95560.14,72031.97,False,3,196
129,3,9,3,2018-07-27,55895.7,77380.57,66564.97,False,2,163
130,3,10,5,2018-03-03,48337.55,75484.85,62411.17,False,3,109
131,3,11,3,2018-12-19,82514.72,122813.98,95582.45,True,2,191
132,3,12,1,2018-01-24,55175.59,94713.43,69910.71,False,5,100
133,3,13,15,2018-04-23,45407.71,75247.3,55406.56,False,5,138
134,3,14,4,2018-05-27,59549.27,77858.63,68027.66,False,5,195
135,3,15,20,2018-06-25,56158.85,83033.89,65801.96,False,3,163
136,3,16,8,2018-02-01,50661.85,72323.4,63256.48,False,3,102
137,3,17,8,2018-01-10,44758.56,79155.37,57622.38,False,5,112
138,3,18,4,2018-11-18,44040.84,72012.7,56800.05,False,4,178
139,3,19,10,2018-10-04,65712.27,91076.58,75241.66,False,4,109
140,3,20,11,2018-09-27,39547.62,64430.96,49953.07,False,2,132
141,3,21,1,2018-06-26,11802.06,19301.45,15448.72,False,3,37
142,3,22,9,2018-04-14,18810.43,26820.25,22743.06,True,5,60
143,3,23,19,2018-05-13,14588.69,21937.44,17025.2,False,2,49
144,3,24,14,2018-07-07,16077.41,22354.2,18376.78,False,4,36
145,3,25,3,2018-12-23,13046.18,19927.41,17008.25,False,4,37
146,3,26,4,2018-10-14,6974.22,11132.59,8851.96,False,4,26
147,3,27,15,2018-10-17,7998.78,12220.64,10182.45,False,2,18
148,3,28,15,2018-09-07,11183.89,18449.23,13836.8,False,2,23
149,3,29,1,2018-10-02,14818.7,22316.67,18738.87,False,5,28
150,3,30,19,2018-05-13,11996.1,19362.44,14390.89,False,5,41
151,3,31,10,2018-02-20,10197.67,16869.31,13559.75,False,5,33
152,3,32,5,2018-10-17,14800.16,23719.9,17205.11,False,3,43
153,3,33,5,2018-05-02,17689.91,28151.07,22256.97,True,4,37
154,3,34,17,2018-12-23,20113.85,30253.72,25955.04,True,5,65
155,3,35,1,2018-10-17,9958.91,17370.28,12671.87,False,4,25
156,3,36,8,2018-09-23,8109.19,11690.08,10427.15,False,2,21
157,3,37,5,2018-11-15,6878.69,11280.84,8583.55,True,4,19
158,3,38,13,2018-12-03,12521.8,17504.49,14265.17,False,2,27
159,3,39,5,2018-04-17,22165.91,33365.62,28561.62,False,2,61
160,3,40,6,2018-02-05,24159.08,42976.08,31475.37,True,5,68
161,3,41,13,2018-11-16,21173.34,29204.05,24857.83,False,2,66
162,3,42,7,2018-03-15,23091.86,31377.56,27205.44,False,4,68
163,3,43,9,2018-07-25,32051.48,49193.4,37414.22,True,3,65
164,3,44,8,2018-06-27,35818.51,48824.62,41231.84,False,4,96
165,3,45,8,2018-05-18,38225.15,60499.5,43971.23,False,2,81
166,3,46,18,2018-03-17,24470.37,35009.07,28707.17,False,3,87
167,3,47,19,2018-05-23,18569.32,24381.59,21646.41,False,4,36
168,3,48,18,2018-09-25,31569.32,53790.98,39386.0,False,3,68
169,3,49,16,2018-08-11,44938.43,72565.43,54865.32,True,3,107
170,3,50,15,2018-12-17,51069.58,77801.53,62901.52,True,5,148
171,3,51,17,2018-02-11,8271.51,12786.15,9438.0,True,3,29
172,3,52,2,2018-04-18,7526.87,11439.13,9908.63,False,5,23
173,3,53,4,2018-02-22,5423.18,7956.73,6435.81,True,3,12
174,3,54,5,2018-06-20,19323.65,31641.41,24370.05,True,5,60
175,3,55,7,2018-02-10,14640.03,23545.36,18570.41,False,3,31
176,3,56,14,2018-10-21,8413.25,11427.74,10030.86,False,2,20
177,3,57,20,2018-06-27,37107.06,54583.81,43255.0,False,2,118
178,3,58,11,2018-12-27,56940.8,76651.11,67315.7,False,5,144
179,3,59,12,2018-01-07,5497.9,8361.46,7107.68,False,3,11
180,3,60,12,2018-02-07,8899.8,11870.43,10202.22,False,4,26
181,4,1,8,2018-04-18,108009.12,174476.51,132522.1,True,6,219
182,4,2,12,2018-09-24,104573.2,149583.5,119004.09,False,6,170
183,4,3,19,2018-07-03,73555.81,125415.19,91127.44,False,6,188
184,4,4,12,2018-07-24,76048.34,111973.37,91320.06,False,8,157
185,4,5,4,2018-04-20,80259.07,135624.05,102946.03,False,6,160
186,4,6,2,2018-05-03,74557.79,101651.33,90304.71,True,6,186
187,4,7,12,2018-08-04,80654.73,104566.04,93124.38,False,5,100
188,4,8,15,2018-02-10,98939.09,141343.22,113214.37,False,9,141
189,4,9,5,2018-02-25,79961.08,131163.32,106275.13,False,9,163
190,4,10,10,2018-07-26,82834.26,119820.93,105936.52,False,5,124
191,4,11,11,2018-11-07,110926.19,143254.58,127377.73,True,9,262
192,4,12,20,2018-08-21,76685.12,135274.81,100880.19,False,8,158
193,4,13,15,2018-05-28,68615.78,108887.02,81214.46,False,10,132
194,4,14,4,2018-10-07,81187.98,136771.25,100193.74,True,8,184
195,4,15,13,2018-05-09,97948.8,133572.36,112524.4,True,5,182
196,4,16,2,2018-10-27,82903.51,116743.94,97764.7,False,6,129
197,4,17,6,2018-04-13,75336.24,132946.92,98470.14,True,9,139
198,4,18,3,2018-10-04,75992.99,118705.7,94534.4,True,6,121
199,4,19,16,2018-01-18,70619.25,111822.39,90273.82,False,8,142
200,4,20,11,2018-11-08,63039.53,89775.13,78332.7,False,10,143
201,4,21,15,2018-05-03,22521.75,36848.09,27062.7,False,8,49
202,4,22,20,2018-03-02,27188.28,45012.85,33614.5,False,6,50
203,4,23,11,2018-04-25,25183.48,40157.73,32099.05,False,8,31
204,4,24,11,2018-09-09,23310.99,34397.1,28840.5,False,10,48
205,4,25,10,2018-05-09,16900.4,24731.07,21100.74,False,6,39
206,4,26,15,2018-07-14,11376.27,19151.73,14274.42,True,7,22
207,4,27,6,2018-09-20,11849.43,19939.93,15172.11,False,8,18
208,4,28,20,2018-08-08,14201.08,23110.46,18414.95,True,7,29
209,4,29,17,2018-05-28,17778.83,27514.19,23268.51,True,6,33
210,4,30,7,2018-10-15,15721.62,23253.32,20641.12,False,7,25
211,4,31,10,2018-04-02,18466.41,28631.35,21709.55,False,9,41
212,4,32,19,2018-10-17,18896.6,28373.72,21491.6,False,9,25
213,4,33,18,2018-06-02,24981.28,39032.69,32752.68,False,6,41
214,4,34,18,2018-01-05,30314.13,43072.93,34997.23,False,7,48
215,4,35,20,2018-11-05,16158.48,24083.83,19620.45,False,9,36
216,4,36,3,2018-05-21,11192.82,19320.24,14496.64,True,10,22
217,4,37,11,2018-12-08,10564.55,17002.58,12763.41,True,8,15
218,4,38,18,2018-10-13,14849.68,23863.47,18749.02,False,9,34
219,4,39,18,2018-05-20,38472.1,64370.98,47338.11,False,10,46
220,4,40,10,2018-02-10,38198.68,66741.3,49307.33,False,8,62
221,4,41,9,2018-07-14,28535.3,51174.86,37436.95,True,6,62
222,4,42,6,2018-03-10,28022.18,41655.81,35117.53,True,6,54
223,4,43,6,2018-01-20,45285.4,64892.15,53255.52,False,10,82
224,4,44,9,2018-01-21,53165.84,75013.09,60534.56,False,9,62
225,4,45,12,2018-03-05,56831.35,87405.42,68326.36,False,5,108
226,4,46,18,2018-09-22,38088.92,55332.85,47337.25,False,9,60
227,4,47,12,2018-09-18,22683.36,39515.6,28785.97,False,6,52
228,4,48,1,2018-10-15,49531.51,80128.21,58628.66,False,10,116
229,4,49,17,2018-04-08,72195.26,118049.77,87217.43,False,6,174
230,4,50,4,2018-05-28,81413.41,135836.42,99952.93,True,9,95
231,4,51,17,2018-06-03,11193.98,18313.51,14429.78,False,9,23
232,4,52,14,2018-01-21,11531.6,18316.8,14449.83,True,8,13
233,4,53,7,2018-07-22,7351.9,11403.42,8527.59,True,10,10
234,4,54,9,2018-02-25,29412.14,45196.87,36152.53,True,10,66
235,4,55,2,2018-04-22,22041.85,31219.89,26269.14,False,7,35
236,4,56,6,2018-06-05,10694.67,18717.56,13898.35,True,10,22
237,4,57,6,2018-10-24,45965.83,80132.36,60789.9,False,5,136
238,4,58,8,2018-03-23,71156.73,118488.42,86003.04,True,7,122
239,4,59,11,2018-09-26,9961.46,15292.5,11502.44,False,6,13
240,4,60,20,2018-10-04,13477.81,20493.7,16439.02,True,5,18
241,5,1,19,2018-10-02,67227.18,90629.21,79138.12,True,2,231
242,5,2,17,2018-09-22,65895.41,96014.62,79756.93,False,4,182
243,5,3,7,2018-07-22,59696.44,90810.81,77442.3,False,2,150
244,5,4,12,2018-02-08,57245.76,87318.07,67856.63,False,4,165
245,5,5,8,2018-08-27,64917.85,97476.08,75180.92,True,2,115
246,5,6,12,2018-05-06,56486.16,94002.43,69907.53,False,3,178
247,5,7,19,2018-10-23,52162.84,74791.51,59769.14,False,2,108
248,5,8,17,2018-12-16,58897.58,97273.88,71035.76,True,5,157
249,5,9,13,2018-01-17,57157.3,83389.89,66731.34,False,3,105
250,5,10,19,2018-04-24,67256.78,105661.83,82099.16,False,2,153
251,5,11,8,2018-11-13,69906.14,113238.7,89684.1,False,5,170
252,5,12,4,2018-01-27,68346.85,105245.03,78802.01,False,4,165
253,5,13,17,2018-03-04,56760.57,81188.86,66652.42,False,2,93
254,5,14,11,2018-10-27,65487.02,87079.78,74749.09,False,4,144
255,5,15,6,2018-09-07,61970.7,83101.94,73769.35,True,5,140
256,5,16,11,2018-08-22,57904.87,81691.17,72246.67,False,5,109
257,5,17,17,2018-11-10,60327.92,94156.42,73492.06,True,2,163
258,5,18,2,2018-08-26,47470.46,78163.79,63251.25,True,3,130
259,5,19,10,2018-05-24,58761.34,91788.2,76694.58,False,5,200
260,5,20,14,2018-04-25,48927.39,65098.7,57700.81,False,2,94
261,5,21,3,2018-11-10,15875.16,25759.9,19501.0,True,3,32
262,5,22,18,2018-09-07,23942.38,41832.46,30707.81,False,4,61
263,5,23,14,2018-10-11,14971.93,24828.76,18380.54,False,2,47
264,5,24,4,2018-01-19,16917.26,25301.52,19930.84,False,5,49
265,5,25,8,2018-07-16,16432.23,22977.05,18692.04,False,5,44
266,5,26,3,2018-08-02,8223.62,11705.41,9570.25,True,3,20
267,5,27,6,2018-06-22,9927.36,15669.74,12244.73,False,3,24
268,5,28,17,2018-05-07,11596.14,19387.99,14597.74,True,4,36
269,5,29,8,2018-02-23,15437.05,24695.96,19711.08,False,2,52
270,5,30,17,2018-01-14,10883.73,18291.38,13585.49,False,3,37
271,5,31,17,2018-11-27,13999.93,20900.49,17951.09,True,3,38
272,5,32,5,2018-06-05,15094.46,19291.29,17175.96,False,5,37
273,5,33,11,2018-05-16,19410.78,26325.66,22782.28,True,4,42
274,5,34,6,2018-03-22,20366.76,33111.94,26327.32,False,2,64
275,5,35,16,2018-11-04,11979.16,16505.97,14064.02,True,5,24
276,5,36,2,2018-08-03,9655.05,15224.53,11309.95,False,4,24
277,5,37,2,2018-10-07,7448.98,13395.37,9808.79,False,5,21
278,5,38,18,2018-10-03,10934.14,15629.93,12893.55,False,3,34
279,5,39,5,2018-11-20,25451.68,37627.33,31987.2,False,4,74
280,5,40,2,2018-05-28,33615.82,51279.66,38265.1,False,3,80
281,5,41,6,2018-02-01,19474.46,32756.51,25692.93,False,4,40
282,5,42,1,2018-02-26,26076.69,35084.84,31037.93,False,3,41
283,5,43,20,2018-10-15,29921.76,40478.76,35693.85,False,2,104
284,5,44,15,2018-07-11,30923.47,47430.73,38240.48,False,4,106
285,5,45,16,2018-01-03,33582.59,48566.35,39402.2,True,3,91
286,5,46,16,2018-12-13,25238.61,38899.65,31570.73,False,5,84
287,5,47,5,2018-05-19,19213.01,29138.99,23733.63,True,3,48
288,5,48,12,2018-02-08,40287.38,68412.43,53381.35,True,2,99
289,5,49,4,2018-03-12,50670.58,69328.06,61885.83,False,3,104
290,5,50,1,2018-09-03,56951.62,85938.98,74536.19,False,4,109
291,5,51,3,2018-05-19,9720.38,16047.87,12517.85,False,3,22
292,5,52,13,2018-02-13,8011.19,14382.78,10576.0,False,2,21
293,5,53,6,2018-09-17,4889.81,8395.19,6255.07,False,4,10
294,5,54,2,2018-09-25,20622.37,31290.94,24582.05,False,4,46
295,5,55,19,2018-10-28,15248.13,22620.59,18793.92,True,2,27
296,5,56,4,2018-03-05,7821.37,11710.49,9723.53,False,5,26
297,5,57,11,2018-12-26,45006.6,66489.69,55065.79,True,4,81
298,5,58,3,2018-03-19,56433.21,90846.18,72033.55,False,4,132
299,5,59,4,2018-08-24,6082.62,8739.98,6983.67,False,2,19
300,5,60,6,2018-08-23,8930.3,12253.67,10774.81,True,4,21
301,6,1,1,2018-02-18,110143.52,175998.7,139379.72,False,6,185
302,6,2,17,2018-10-22,90702.07,152425.78,116012.35,False,8,113
303,6,3,11,2018-04-13,84381.98,128495.83,97482.76,False,10,161
304,6,4,5,2018-01-17,80531.87,118281.33,95134.75,False,7,142
305,6,5,8,2018-01-09,92486.2,123297.78,108464.32,False,9,129
306,6,6,4,2018-04-18,90507.66,154020.97,113224.66,False,6,178
307,6,7,17,2018-08-06,80315.6,138646.02,102662.35,False,8,94
308,6,8,4,2018-11-12,86160.78,139973.56,109746.81,True,6,157
309,6,9,11,2018-11-19,83892.23,122754.29,99267.65,False,9,101
310,6,10,7,2018-07-09,94403.32,135431.74,113856.22,True,6,125
311,6,11,8,2018-06-26,110659.49,172653.22,136790.62,False,10,262
312,6,12,1,2018-04-18,76374.4,113216.24,95380.26,False,5,115
313,6,13,1,2018-08-01,81097.97,131712.32,102255.48,False,6,107
314,6,14,10,2018-10-13,92328.26,155139.29,119792.63,True,10,136
315,6,15,13,2018-02-20,83551.35,135914.23,107795.54,False,7,122
316,6,16,1,2018-06-28,94707.33,149401.21,111560.45,False,5,103
317,6,17,2,2018-08-09,77401.31,116102.15,90262.76,False,6,163
318,6,18,8,2018-02-28,71999.69,112180.56,92999.06,True,7,101
319,6,19,5,2018-12-19,84723.27,128270.82,100509.24,True,5,173
320,6,20,14,2018-08-27,81016.68,119613.92,92274.54,False,9,84
321,6,21,20,2018-04-09,20625.35,29527.44,25341.48,False,10,26
322,6,22,4,2018-07-27,29731.32,47095.03,36171.86,False,8,62
323,6,23,11,2018-02-28,28683.35,44785.77,32971.03,False,5,47
324,6,24,2,2018-10-08,22910.09,36103.37,27236.14,True,6,41
325,6,25,6,2018-03-09,19342.98,32771.73,24620.29,True,9,41
326,6,26,13,2018-03-08,12413.57,17674.15,15380.17,True,5,21
327,6,27,15,2018-05-08,13737.64,23481.76,17348.34,False,5,26
328,6,28,17,2018-02-03,18343.14,31027.69,22605.82,True,9,29
329,6,29,4,2018-03-14,22170.88,30454.62,26923.03,True,7,28
330,6,30,4,2018-07-23,21615.03,28610.06,24739.63,False,9,41
331,6,31,13,2018-03-24,19952.21,29324.15,24351.66,True,6,24
332,6,32,13,2018-03-14,21401.4,30409.09,26594.28,False,9,34
333,6,33,3,2018-12-03,30574.42,45023.22,36041.22,False,6,44
334,6,34,15,2018-10-18,26722.71,39716.13,35252.14,True,9,59
335,6,35,2,2018-09-04,15704.14,27165.11,20709.22,False,5,22
336,6,36,17,2018-09-01,13641.49,19440.03,15860.47,False,5,26
337,6,37,12,2018-10-11,11504.44,17470.79,14422.57,False,8,21
338,6,38,4,2018-07-04,16020.84,25438.19,19648.08,False,6,36
339,6,39,12,2018-04-05,32372.38,50995.74,40834.89,False,9,58
340,6,40,7,2018-01-25,45717.24,66394.66,55245.0,False,7,66
341,6,41,15,2018-12-01,29284.17,39528.37,34005.05,True,10,53
342,6,42,6,2018-02-08,40434.09,58787.74,46480.74,False,10,47
343,6,43,5,2018-09-14,43185.37,70532.26,51360.87,False,5,53
344,6,44,13,2018-11-15,47152.01,68991.16,54925.32,False,7,108
345,6,45,11,2018-10-21,50183.72,69351.84,60053.51,False,6,93
346,6,46,2,2018-11-25,45958.15,64465.67,53321.92,False,7,75
347,6,47,19,2018-04-13,31805.62,47004.71,37120.98,True,5,48
348,6,48,7,2018-01-20,52078.5,74806.3,62933.9,True,5,79
349,6,49,17,2018-10-09,80485.24,135415.18,101539.05,True,5,148
350,6,50,19,2018-02-23,83390.46,146900.5,110794.69,False,7,134
351,6,51,17,2018-07-20,13611.91,20710.22,17248.54,False,8,30
352,6,52,9,2018-07-20,13325.98,20911.22,15349.39,False,5,20
353,6,53,13,2018-08-11,9182.99,14400.23,10959.12,False,5,11
354,6,54,3,2018-08-19,32864.47,51336.33,38975.08,False,10,46
355,6,55,13,2018-12-07,23515.79,35659.63,28548.14,True,10,45
356,6,56,20,2018-11-04,14513.83,21876.06,17111.37,False,8,16
357,6,57,19,2018-01-01,59034.62,89184.52,72366.27,False,7,76
358,6,58,10,2018-09-16,81159.29,127937.69,96426.91,False,6,119
359,6,59,9,2018-11-19,9924.2,15356.0,12735.05,False,5,15
360,6,60,12,2018-07-20,14139.9,20687.37,17296.53,False,8,29
361,7,1,7,2018-04-06,74522.57,100323.3,85896.48,False,2,226
362,7,2,16,2018-02-03,54127.63,84687.18,68523.21,False,5,133
363,7,3,8,2018-10-11,62559.5,89805.13,73343.74,False,5,158
364,7,4,6,2018-04-27,55736.65,93490.38,70316.91,True,5,95
365,7,5,20,2018-03-18,57841.24,84768.92,73468.92,False,5,150
366,7,6,4,2018-05-05,56623.49,81696.52,67789.33,False,4,157
367,7,7,15,2018-11-06,51584.24,75528.09,58929.39,False,3,105
368,7,8,14,2018-07-24,63403.2,93930.84,81845.45,False,3,207
369,7,9,15,2018-10-08,57105.78,84125.22,66822.35,False,4,123
370,7,10,8,2018-11-03,56073.17,96312.65,71693.93,True,3,128
371,7,11,5,2018-03-08,72384.87,121388.51,90006.66,False,3,139
372,7,12,9,2018-12-23,50547.62,80352.28,65927.39,False,4,150
373,7,13,18,2018-06-03,56670.95,90788.81,71566.48,False,2,111
374,7,14,4,2018-10-16,55005.39,94593.96,69168.14,False,2,167
375,7,15,10,2018-07-28,66942.32,99602.57,83151.33,False,4,109
376,7,16,14,2018-12-28,48048.86,75273.47,62408.98,False,4,157
377,7,17,9,2018-07-19,62172.98,96527.11,72228.38,False,4,157
378,7,18,18,2018-03-26,57762.16,89541.95,67434.69,True,4,180
379,7,19,5,2018-03-13,62056.05,87486.77,75193.03,False,5,195
380,7,20,4,2018-11-03,52009.01,72843.06,63705.43,True,5,134
381,7,21,8,2018-02-05,14614.17,23772.83,18073.51,True,3,35
382,7,22,20,2018-04-18,19978.18,31080.28,26235.62,False,4,38
383,7,23,10,2018-10-03,20059.68,29734.89,22926.29,False,3,50
384,7,24,20,2018-12-10,14478.64,22974.66,16861.21,False,5,31
385,7,25,17,2018-10-19,14047.5,21724.86,18037.31,False,2,23
